行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文
19587,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[39],NPCCharacter,tournament_template_vlandia_two_participant_set_v2,attr:name,,tournament_template_vlandia_two_participant_set_v2
19588,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[40],NPCCharacter,tournament_template_vlandia_two_participant_set_v3,attr:name,,tournament_template_vlandia_two_participant_set_v3
19589,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[41],NPCCharacter,tournament_template_vlandia_two_participant_set_v4,attr:name,,tournament_template_vlandia_two_participant_set_v4
19590,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[42],NPCCharacter,tournament_template_vlandia_four_participant_set_v1,attr:name,,tournament_template_vlandia_four_participant_set_v1
19591,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[43],NPCCharacter,tournament_template_vlandia_four_participant_set_v2,attr:name,,tournament_template_vlandia_four_participant_set_v2
19592,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[44],NPCCharacter,tournament_template_vlandia_four_participant_set_v3,attr:name,,tournament_template_vlandia_four_participant_set_v3
19593,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[45],NPCCharacter,tournament_template_vlandia_four_participant_set_v4,attr:name,,tournament_template_vlandia_four_participant_set_v4
19594,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[46],NPCCharacter,tournament_template_sturgia_one_participant_set_v1,attr:name,,tournament_template_sturgia_one_participant_set_v1
19595,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[47],NPCCharacter,tournament_template_sturgia_one_participant_set_v2,attr:name,,tournament_template_sturgia_one_participant_set_v2
19596,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[48],NPCCharacter,tournament_template_sturgia_two_participant_set_v1,attr:name,,tournament_template_sturgia_two_participant_set_v1
19597,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[49],NPCCharacter,tournament_template_sturgia_two_participant_set_v2,attr:name,,tournament_template_sturgia_two_participant_set_v2
19598,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[50],NPCCharacter,tournament_template_sturgia_two_participant_set_v3,attr:name,,tournament_template_sturgia_two_participant_set_v3
19599,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[51],NPCCharacter,tournament_template_sturgia_four_participant_set_v1,attr:name,,tournament_template_sturgia_four_participant_set_v1
19600,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[52],NPCCharacter,tournament_template_sturgia_four_participant_set_v2,attr:name,,tournament_template_sturgia_four_participant_set_v2
19601,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[53],NPCCharacter,tournament_template_sturgia_four_participant_set_v3,attr:name,,tournament_template_sturgia_four_participant_set_v3
19808,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[260],NPCCharacter,crazy_man_test0,attr:name,,Crazy Man T6
19809,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[261],NPCCharacter,crazy_man_test1,attr:name,,Crazy Man T4
19810,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[262],NPCCharacter,crazy_man_test2,attr:name,,Crazy Man T5
19811,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[263],NPCCharacter,crazy_man_test3,attr:name,,Crazy Man T6
19812,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[264],NPCCharacter,crazy_man_test4,attr:name,,Crazy Man T7
19813,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[265],NPCCharacter,crazy_man_test5,attr:name,,Crazy Man T7
19814,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[266],NPCCharacter,crazy_man_test6,attr:name,,Crazy Man T7
19815,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[267],NPCCharacter,crazy_man_test7,attr:name,,Crazy Man T7
19816,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[268],NPCCharacter,crazy_man_test8,attr:name,,Crazy Man T7
19817,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[269],NPCCharacter,crazy_man_test9,attr:name,,Crazy Man T4
19818,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[270],NPCCharacter,crazy_man_test10,attr:name,,Crazy Man T5
19819,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[271],NPCCharacter,crazy_man_test11,attr:name,,Crazy Man T7
19820,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[272],NPCCharacter,crazy_man_test12,attr:name,,Crazy Man T6
19821,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[273],NPCCharacter,crazy_man_test13,attr:name,,Crazy Man T3
19822,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[274],NPCCharacter,crazy_man_test14,attr:name,,Crazy Man T4
19823,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[275],NPCCharacter,crazy_man_test15,attr:name,,Crazy Man T5
19824,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[276],NPCCharacter,crazy_man_test_without_weapons,attr:name,,Crazy Man Without Weapon
19825,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[277],NPCCharacter,crazy_man_test_naked,attr:name,,Crazy Man Without Weapon
20067,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[519],NPCCharacter,gear_practice_dummy_empire,attr:name,,Empire Gear Dummy
20068,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[520],NPCCharacter,weapon_practice_stage_1_empire,attr:name,,Empire Weapon Dummy
20069,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[521],NPCCharacter,weapon_practice_stage_2_empire,attr:name,,Empire Weapon Dummy
20070,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[522],NPCCharacter,weapon_practice_stage_3_empire,attr:name,,Empire Weapon Dummy
20071,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[523],NPCCharacter,gear_practice_dummy_vlandia,attr:name,,Vlandia Gear Dummy
20072,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[524],NPCCharacter,weapon_practice_stage_1_vlandia,attr:name,,Vlandia Weapon Dummy
20073,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[525],NPCCharacter,weapon_practice_stage_2_vlandia,attr:name,,Vlandia Weapon Dummy
20074,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[526],NPCCharacter,weapon_practice_stage_3_vlandia,attr:name,,Vlandia Weapon Dummy
20075,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[527],NPCCharacter,gear_practice_dummy_aserai,attr:name,,Aserai Gear Dummy
20076,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[528],NPCCharacter,weapon_practice_stage_1_aserai,attr:name,,Aserai Weapon Dummy
20077,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[529],NPCCharacter,weapon_practice_stage_2_aserai,attr:name,,Aserai Weapon Dummy
20078,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[530],NPCCharacter,weapon_practice_stage_3_aserai,attr:name,,Aserai Weapon Dummy
20079,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[531],NPCCharacter,gear_practice_dummy_sturgia,attr:name,,Sturgia Gear Dummy
20080,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[532],NPCCharacter,weapon_practice_stage_1_sturgia,attr:name,,Sturgia Weapon Dummy
20081,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[533],NPCCharacter,weapon_practice_stage_2_sturgia,attr:name,,Sturgia Weapon Dummy
20082,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[534],NPCCharacter,weapon_practice_stage_3_sturgia,attr:name,,Sturgia Weapon Dummy
20083,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[535],NPCCharacter,gear_practice_dummy_battania,attr:name,,Battania Gear Dummy
20084,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[536],NPCCharacter,weapon_practice_stage_1_battania,attr:name,,Battania Weapon Dummy
20085,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[537],NPCCharacter,weapon_practice_stage_2_battania,attr:name,,Battania Weapon Dummy
20086,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[538],NPCCharacter,weapon_practice_stage_3_battania,attr:name,,Battania Weapon Dummy
20087,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[539],NPCCharacter,gear_practice_dummy_khuzait,attr:name,,Khuzait Gear Dummy
20088,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[540],NPCCharacter,weapon_practice_stage_1_khuzait,attr:name,,Khuzait Gear Dummy
20089,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[541],NPCCharacter,weapon_practice_stage_2_khuzait,attr:name,,Khuzait Weapon Dummy
20090,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[542],NPCCharacter,weapon_practice_stage_3_khuzait,attr:name,,Khuzait Weapon Dummy
20091,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[543],NPCCharacter,player_char_creation_empire,attr:name,,with two-handed swords
20092,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[544],NPCCharacter,player_char_creation_aserai,attr:name,,with two-handed swords
20093,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[545],NPCCharacter,player_char_creation_vlandia,attr:name,,with two-handed swords
20094,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[546],NPCCharacter,player_char_creation_sturgia,attr:name,,with two-handed swords
20095,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[547],NPCCharacter,player_char_creation_battania,attr:name,,with two-handed swords
20096,原版,SandBoxCore,角色人物,spnpccharacters.xml,SandBoxCore/ModuleData/spnpccharacters.xml,/NPCCharacters[1]/NPCCharacter[548],NPCCharacter,player_char_creation_khuzait,attr:name,,with two-handed swords
20097,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[1],NPCCharacter,facgen_template_test_char_0,attr:name,,Serdar
20098,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[2],NPCCharacter,facgen_template_test_char_1,attr:name,,Serdar
20099,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[3],NPCCharacter,facgen_template_test_char_2,attr:name,,Serdar
20100,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[4],NPCCharacter,facgen_template_test_char_3,attr:name,,Serdar
20101,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[5],NPCCharacter,facgen_template_test_char_4,attr:name,,Serdar
20102,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[6],NPCCharacter,facgen_template_test_char_5,attr:name,,Serdar
20103,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[7],NPCCharacter,facgen_template_test_char_6,attr:name,,Serdar
20104,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[8],NPCCharacter,facgen_template_test_char_7,attr:name,,Serdar
20105,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[9],NPCCharacter,facgen_template_test_char_8,attr:name,,Serdar
20106,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[10],NPCCharacter,facgen_template_test_char_9,attr:name,,Serdar
20107,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[11],NPCCharacter,npc_wanderer_equipment_template_battania,attr:name,,wanderer_equipment
20108,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[12],NPCCharacter,npc_armed_wanderer_equipment_template_battania,attr:name,,wanderer_equipment
20109,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[13],NPCCharacter,npc_wanderer_equipment_template_empire,attr:name,,wanderer_equipment
20110,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[14],NPCCharacter,npc_armed_wanderer_equipment_template_empire,attr:name,,wanderer_equipment
20111,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[15],NPCCharacter,npc_wanderer_equipment_template_aserai,attr:name,,wanderer_equipment
20112,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[16],NPCCharacter,npc_armed_wanderer_equipment_template_aserai,attr:name,,wanderer_equipment
20113,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[17],NPCCharacter,npc_armed_wanderer_equipment_template_khuzait,attr:name,,wanderer_equipment
20114,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[18],NPCCharacter,npc_companion_equipment_template_khuzait,attr:name,,wanderer_equipment
20115,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[19],NPCCharacter,npc_wanderer_equipment_template_vlandia,attr:name,,wanderer_equipment
20116,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[20],NPCCharacter,npc_armed_wanderer_equipment_template_vlandia,attr:name,,wanderer_equipment
20117,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[21],NPCCharacter,npc_companion_equipment_template_vlandia,attr:name,,wanderer_equipment
20118,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[22],NPCCharacter,npc_companion_equipment_template_battania,attr:name,,wanderer_equipment
20119,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[23],NPCCharacter,npc_wanderer_equipment_template_sturgia,attr:name,,wanderer_equipment
20120,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[24],NPCCharacter,npc_armed_wanderer_equipment_template_sturgia,attr:name,,wanderer_equipment
20121,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[25],NPCCharacter,npc_wanderer_equipment_template_khuzait,attr:name,,wanderer_equipment
20135,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[39],NPCCharacter,fighter_khuzait,attr:name,,Khuzait Fighter
20136,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[40],NPCCharacter,fighter_empire,attr:name,,Empire Fighter
20137,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[41],NPCCharacter,fighter_aserai,attr:name,,Aserai Fighter
20138,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[42],NPCCharacter,fighter_sturgia,attr:name,,Sturgia Fighter
20139,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[43],NPCCharacter,fighter_vlandia,attr:name,,Vlandian Fighter
20140,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[44],NPCCharacter,fighter_battania,attr:name,,Battanian Fighter
20141,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[45],NPCCharacter,npc_companion_equipment_template_sturgia,attr:name,,wanderer_equipment
20142,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[46],NPCCharacter,npc_companion_equipment_template_aserai,attr:name,,wanderer_equipment
20143,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[47],NPCCharacter,civillian_template_gangster_tier1_empire,attr:name,,civillian_template_gangster_tier1_empire
20144,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[48],NPCCharacter,civillian_template_gangster_tier2_empire,attr:name,,civillian_template_gangster_tier2_empire
20145,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[49],NPCCharacter,civillian_template_gangster_tier3_empire,attr:name,,civillian_template_gangster_tier3_empire
20146,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[50],NPCCharacter,aserai_troop_civilian_template_t1,attr:name,,aserai_troop_civilian_template_t1
20147,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[51],NPCCharacter,aserai_troop_civilian_template_t2,attr:name,,aserai_troop_civilian_template_t2
20148,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[52],NPCCharacter,aserai_troop_civilian_template_t3,attr:name,,aserai_troop_civilian_template_t3
20149,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[53],NPCCharacter,battania_troop_civilian_template_t1,attr:name,,battania_troop_civilian_template_t1
20150,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[54],NPCCharacter,battania_troop_civilian_template_t2,attr:name,,battania_troop_civilian_template_t2
20151,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[55],NPCCharacter,battania_troop_civilian_template_t3,attr:name,,battania_troop_civilian_template_t3
20152,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[56],NPCCharacter,empire_troop_civilian_template_t1,attr:name,,empire_troop_civilian_template_t1
20153,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[57],NPCCharacter,empire_troop_civilian_template_t2,attr:name,,empire_troop_civilian_template_t2
20154,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[58],NPCCharacter,empire_troop_civilian_template_t3,attr:name,,empire_troop_civilian_template_t3
20155,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[59],NPCCharacter,khuzait_troop_civilian_template_t1,attr:name,,khuzait_troop_civilian_template_t1
20156,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[60],NPCCharacter,khuzait_troop_civilian_template_t2,attr:name,,khuzait_troop_civilian_template_t2
20157,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[61],NPCCharacter,khuzait_troop_civilian_template_t3,attr:name,,khuzait_troop_civilian_template_t3
20158,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[62],NPCCharacter,sturgia_troop_civilian_template_t1,attr:name,,sturgia_troop_civilian_template_t1
20159,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[63],NPCCharacter,sturgia_troop_civilian_template_t2,attr:name,,sturgia_troop_civilian_template_t2
20160,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[64],NPCCharacter,sturgia_troop_civilian_template_t3,attr:name,,sturgia_troop_civilian_template_t3
20161,原版,SandBoxCore,角色人物,spnpccharactertemplates.xml,SandBoxCore/ModuleData/spnpccharactertemplates.xml,/NPCCharacters[1]/NPCCharacter[65],NPCCharacter,vlandia_troop_civilian_template_t1,attr:name,,vlandia_troop_civilian_template_t1
